Description Adipose_Subcutaneous Adipose_Visceral_Omentum Adrenal_Gland Artery_Aorta Artery_Coronary Artery_Tibial Bladder Brain_Amygdala Brain_Anterior_cingulate_cortex_BA24 Brain_Caudate_basal_ganglia Brain_Cerebellar_Hemisphere Brain_Cerebellum Brain_Cortex Brain_Frontal_Cortex_BA9 Brain_Hippocampus Brain_Hypothalamus Brain_Nucleus_accumbens_basal_ganglia Brain_Putamen_basal_ganglia Brain_Spinal_cord_cervical_c-1 Brain_Substantia_nigra Breast_Mammary_Tissue Cells_Cultured_fibroblasts Cells_EBV-transformed_lymphocytes Cervix_Ectocervix Cervix_Endocervix Colon_Sigmoid Colon_Transverse Colon_Transverse_Mixed_Cell Colon_Transverse_Mucosa Colon_Transverse_Muscularis Esophagus_Gastroesophageal_Junction Esophagus_Mucosa Esophagus_Muscularis Fallopian_Tube Heart_Atrial_Appendage Heart_Left_Ventricle Kidney_Cortex Kidney_Medulla Liver Liver_Hepatocyte Liver_Mixed_Cell Liver_Portal_Tract Lung Minor_Salivary_Gland Muscle_Skeletal Nerve_Tibial Ovary Pancreas Pancreas_Acini Pancreas_Islets Pancreas_Mixed_Cell Pituitary Prostate Skin_Not_Sun_Exposed_Suprapubic Skin_Sun_Exposed_Lower_leg Small_Intestine_Terminal_Ileum Small_Intestine_Terminal_Ileum_Lymphode_Aggregate Small_Intestine_Terminal_Ileum_Mixed_Cell Spleen Stomach Stomach_Mixed_Cell Stomach_Mucosa Stomach_Muscularis Testis Thyroid Uterus Vagina Whole_Blood 
TNFRSF4 9.53253 15.6117 0.793492 2.65167 2.98567 1.86904 2.62469 0.618551 0.708264 0.428384 1.09438 1.30147 1.54528 1.3588 1.01268 0.594018 0.450391 0.470849 0.678853 0.5668 9.83312 0.121912 10.8417 2.72522 3.98749 2.1501 4.96108 6.23505 5.98323 2.43031 2.20292 1.32523 1.93884 2.44024 2.6281 3.41472 2.12465 4.23399 0.614662 0.455462 0.393807 9.51744 14.4913 2.82774 1.69967 2.44141 2.055 0.734759 0.806093 2.34573 1.22728 3.25083 6.60528 1.88636 2.00838 7.46595 24.5938 11.7134 24.8578 2.93399 3.19342 3.72555 2.12162 0.984216 10.4446 3.1718 2.29179 6.33212 
SDF4 144.247 136.074 127.76 259.446 200.85 177.922 144.979 39.9814 50.7006 49.9206 188.831 204.675 70.9416 64.2011 45.918 55.8013 51.8968 46.1215 62.7774 48.4488 140.801 260.854 103.861 147.599 179.121 132.454 140.677 147.309 118.319 105.12 133.243 91.3272 127.61 172.124 114.25 65.9779 79.2935 127.345 106.494 117.329 135.798 108.865 167.509 127.14 57.6686 154.603 180.721 64.6783 53.2606 95.5022 66.5558 151.938 157.95 115.512 121.239 144.574 120.692 155.886 144.546 119.238 112.783 94.6557 130.057 169.533 183.22 182.596 137.392 71.7241 
B3GALT6 14.9542 15.1058 12.902 15.0118 16.8082 12.8885 13.8707 12.0209 14.6769 10.0098 13.5342 13.2364 15.845 18.5531 12.8286 14.779 11.6373 9.27255 11.4144 8.66109 15.8823 29.3864 13.0375 12.8855 22.69 12.5272 10.0518 11.0054 6.54234 14.9945 11.9047 10.8848 11.6461 20.4538 7.63587 6.39317 7.47785 12.9573 9.14998 10.7662 9.44873 21.2095 15.4575 10.7682 7.2188 18.657 15.8473 8.31695 7.71697 15.0016 8.89495 18.6889 16.5131 15.7101 15.3468 11.6774 19.2167 14.4438 20.1625 10.9289 11.6739 11.7611 13.5992 13.7095 18.1321 23.4448 13.062 4.88316 
C1QTNF12 1.86556 3.57437 0.656274 1.78544 1.72212 2.09908 1.5639 0.815498 0.973837 0.512015 2.32202 2.53877 1.16485 1.01548 0.694405 1.62927 0.682667 0.549392 0.936631 0.786012 2.72067 1.7992 1.31466 2.32884 1.9262 2.46824 6.44751 18.6951 17.9154 6.75672 1.83879 2.46486 1.66913 2.30429 0.530116 0.791743 4.91702 2.85821 1.22542 1.41515 0.85814 2.59035 2.43264 1.01967 0.610531 1.70217 1.79062 0.411341 0.758581 0.770012 0.515065 1.63212 1.92996 9.43032 6.81687 9.60324 4.03623 12.4462 1.63356 1.50487 1.89485 1.50868 2.35781 7.53166 2.50569 2.09119 2.12374 0.980493 
UBE2J2 24.0709 23.0773 22.6706 27.4036 26.5274 24.6997 23.3889 12.8097 15.7293 13.203 34.9874 34.5467 18.1188 19.0778 14.3461 16.4025 14.1498 11.9753 14.1532 13.2833 24.6659 35.2606 30.4137 28.1271 34.3634 28.3763 24.2349 27.339 23.755 30.3388 27.731 28.2693 27.1252 32.0904 12.1786 9.80561 16.7436 22.6846 13.9399 13.6852 15.3848 32.3659 28.9558 22.2904 16.188 27.6922 29.1136 11.3126 13.4018 21.8318 13.7191 32.3042 30.4696 28.0251 29.0404 26.8948 39.795 32.9907 36.1424 22.6835 25.0205 22.4179 29.8647 96.7913 31.9913 36.0259 26.7198 16.3403 
LINC01786 3.07787 3.20452 4.46201 3.12073 3.37082 2.4549 5.1669 2.67326 3.18472 3.1889 17.5195 23.9642 6.50526 4.2734 3.00663 3.02691 4.18749 2.44788 3.12795 2.31869 4.23501 1.74755 1.55163 4.55141 9.75156 6.471 3.073 1.63046 1.46205 6.0932 5.18828 1.75013 5.01944 12.6545 1.71009 1.27568 2.09316 2.8173 2.23433 2.20836 1.46992 3.61054 3.10351 3.76228 1.06509 8.67895 12.6943 1.37901 1.83913 2.48805 1.12509 13.8181 6.34193 2.4041 2.02089 4.70951 5.03584 4.07719 5.46406 3.44335 3.00438 1.87243 4.33912 25.298 6.46966 10.1406 4.49023 0.618239 
SCNN1D 6.13048 6.45794 6.97225 4.52988 5.1065 3.08295 7.83437 9.10732 10.9864 10.2026 46.2786 51.9931 18.4072 14.5361 9.29005 9.91882 12.7278 8.74557 10.855 7.21828 7.98514 2.11486 1.88303 12.4309 18.1938 12.4372 5.47162 4.50628 3.33771 17.4232 8.68059 3.96329 8.24168 24.1026 3.35694 2.38819 5.38603 8.7887 6.10547 8.90789 5.35498 13.2148 5.54018 6.26862 1.80665 18.9709 23.2377 2.27536 5.49603 10.6566 3.39005 29.3192 13.9108 5.52435 4.74351 9.48298 17.0078 9.78667 10.4629 6.04916 7.42861 6.68715 12.2481 63.7641 11.0719 17.5118 10.6486 1.44151 
ACAP3 39.8057 42.0516 40.247 37.2987 41.2103 39.4655 85.3714 71.5865 85.0275 107.264 540.834 612.997 142.506 109.084 89.2949 57.0983 117.332 95.4406 59.1804 39.8463 42.2967 28.686 24.3423 97.6922 105.753 85.4592 50.1029 46.3665 44.3513 85.5374 69.5266 74.9049 67.2886 98.2553 33.3143 24.7182 27.5918 25.8484 21.9025 23.3492 16.5024 48.3862 56.1878 52.5029 21.7941 68.7373 77.1615 15.6825 20.3465 100.687 19.1509 167.924 74.8284 127.579 111.429 48.8361 61.5244 54.9259 58.519 40.1821 45.1305 35.7764 60.468 30.1598 59.1595 108.008 103.76 19.8286 
PUSL1 13.3663 12.8229 17.9368 13.5764 14.198 13.3661 18.3563 8.05609 9.8486 7.27689 20.5578 20.7596 11.4732 11.2355 8.42161 8.06302 7.25759 6.78839 10.0629 7.8461 15.7172 26.9285 22.0012 26.4254 26.4674 14.4841 13.6968 15.8485 12.0262 19.7329 15.3632 29.7786 14.2259 22.9415 8.41352 5.92576 8.53955 10.4561 8.76706 11.7256 12.3142 17.4758 16.9608 21.4237 6.05527 15.7045 18.5052 9.37095 9.55855 15.6116 10.066 29.0221 22.0666 29.9315 31.2148 14.2181 21.0734 18.8915 17.8073 14.0596 16.5079 14.499 17.3849 24.9758 17.3405 26.4904 23.8986 8.84178 
INTS11 48.5206 44.3444 38.5465 83.2782 68.3514 84.2388 84.3215 20.4543 24.4381 23.0674 127.025 129.51 34.061 31.418 24.5634 27.308 25.8081 21.5656 31.3892 23.6836 53.2117 48.9068 48.5607 84.1165 126.038 86.471 52.6519 46.9082 41.6513 99.46 77.0645 42.4846 72.437 108.132 24.1014 22.6525 26.0908 67.9708 21.2254 19.6285 20.5019 64.8309 57.3952 47.8439 35.2699 75.2716 115.482 25.6811 33.0388 38.7151 32.4952 75.5214 86.9258 59.0388 58.7495 55.4349 82.3446 60.247 62.7967 46.6122 54.5821 40.6549 68.9854 100.448 84.0136 147.23 83.2237 23.9897 
ENSG00000240731 19.9178 15.9835 13.8407 45.1063 34.5762 47.4977 38.9877 7.17096 7.59144 8.02069 56.4585 70.0877 11.9732 9.14975 8.30223 8.79162 7.53174 6.05457 11.1532 7.31309 22.9049 12.9687 11.0378 41.3069 63.8743 36.087 21.2647 14.8023 14.0306 39.5936 33.2348 17.7621 30.3375 45.2994 9.24943 6.79884 9.48236 22.6666 6.02916 5.9175 5.20557 23.891 23.5592 23.174 10.7186 35.4007 55.7243 11.7527 13.9171 28.774 12.2555 41.8445 35.5032 27.1197 26.9855 23.8923 25.8698 17.6377 21.8313 17.6112 17.6319 11.4437 22.6635 16.7771 40.8336 74.6516 37.2574 3.38569 
CPTP 26.9172 22.3524 24.4145 24.9903 24.6242 21.6984 25.1388 15.1352 20.6996 14.5092 24.6332 25.6142 29.1336 27.2755 17.7808 13.6428 14.7313 13.3928 15.3774 15.977 28.1313 23.242 19.7762 39.1901 31.3378 23.5648 33.0941 58.8455 57.686 21.4776 23.9087 57.5655 23.9908 29.066 20.355 51.6182 21.9368 35.6163 41.3855 32.5307 38.6691 28.6173 24.9625 39.8833 22.7367 26.2612 21.1024 10.6988 12.7496 9.87876 12.9982 14.1534 33.4571 44.143 49.2438 30.7556 29.3098 39.3237 34.3268 34.5717 50.8859 54.0426 20.5347 131.322 29.0569 32.5564 39.8858 14.9397 
TAS1R3 0.506809 0.524554 0.532488 0.487425 0.575627 0.348469 0.522565 0.347896 0.394709 0.389547 1.97772 2.16786 0.612625 0.518949 0.358875 0.381827 0.462735 0.356957 0.378852 0.302055 0.708401 0.204868 1.19481 1.22359 1.05256 0.564806 1.5512 1.86776 2.07348 1.09397 0.50063 1.68245 0.505301 1.01685 0.613996 0.749436 0.439566 0.713608 0.59219 0.529231 0.517989 3.05992 0.987777 2.24267 0.879789 1.16131 0.963208 0.173164 0.320676 0.64195 0.219362 3.11801 0.769508 0.648243 0.706895 2.82647 8.33596 4.48965 6.00202 0.702802 1.10729 1.08219 0.668087 2.17282 1.36045 0.950345 1.38542 1.03459 
DVL1 58.5882 51.891 64.018 70.4147 65.6211 70.1115 75.6163 72.8608 88.857 58.8596 101.368 108.572 100.153 92.5624 65.8376 54.2547 67.9192 51.8836 51.3044 49.6029 61.6758 64.926 24.3656 86.9623 91.0893 86.6821 58.2043 63.3232 51.5739 76.2347 77.1902 87.7233 78.3689 98.8444 37.7512 43.7778 30.9965 72.1812 35.0201 32.5225 33.2056 51.7466 73.5252 66.6921 153.78 129.661 89.2556 38.9405 42.6858 48.6071 47.203 85.6528 78.4056 82.6966 83.1556 50.7669 56.8745 60.8677 49.8383 66.1098 80.802 71.1938 75.0586 137.002 87.387 95.4911 86.1027 11.5082 
MXRA8 223.283 110.82 24.5121 274.48 191.826 170.61 118.662 12.012 13.733 13.9902 8.94799 13.5076 16.2687 11.9592 12.2583 11.0457 13.5848 12.3685 8.32763 10.0737 167.556 364.458 1.72416 217.172 321.689 138.411 68.0611 48.2762 21.6131 147.674 90.8372 37.3916 76.7219 166.518 46.1111 17.4044 36.389 38.1402 7.18338 3.29486 4.07251 99.0798 123.112 61.5248 15.0358 364.293 223.478 8.09401 6.71148 24.2606 12.4241 55.1924 109.643 58.4226 82.4303 54.7723 41.2293 53.3235 74.4739 34.1485 40.1331 16.683 136.337 52.3431 150.923 260.445 158.061 0.8926 
AURKAIP1 95.6896 98.7688 108.607 92.1867 95.1633 91.9631 92.0785 86.9697 101.868 87.7995 107.127 99.4907 97.0453 115.319 77.8152 88.7942 95.0219 83.2366 79.2749 91.4618 98.8378 148.545 141.968 91.862 94.0509 117.443 105.677 137.041 103.757 111.5 102.16 103.299 104.294 93.867 98.2945 102.923 86.7369 137.556 90.8565 83.8752 100.516 100.434 91.0012 85.0549 129.853 90.3003 76.8206 49.1603 60.6441 78.2846 65.7226 110.637 108.396 92.1743 96.204 88.6648 102.602 115.784 103.823 95.8313 118.34 115.769 126.006 430.451 118.896 93.5394 87.4369 72.6758 
CCNL2 162.843 144.894 130.804 154.477 154.338 143.001 208.621 33.5814 37.724 40.844 262.016 283.207 60.3382 49.896 38.7385 41.5269 40.7896 36.2506 55.0975 37.413 178.093 134.833 60.4078 231.467 295.994 189.107 127.957 103.094 100.601 219.795 188.872 110.506 171.773 305.656 55.5928 37.399 94.1028 119.102 103.134 106.842 70.8793 251.206 182.17 145.627 38.9983 218.178 314.029 67.2685 110.939 140.304 77.4799 214.037 253.279 159.703 132.711 163.331 354.806 160.603 192.27 117.096 129.038 91.5774 174.446 84.2646 286.108 291.987 211.494 32.6095 
MRPL20-AS1 12.7846 10.7164 15.5499 14.6085 15.4747 11.8451 16.9214 11.2251 11.12 10.1839 16.6921 17.2495 11.6748 13.1911 12.0468 13.24 10.3317 10.9407 21.6157 14.4738 13.1518 17.7657 24.8539 16.506 19.5637 14.6408 13.9576 14.9323 11.7838 16.4599 15.1812 13.1075 14.7463 19.4039 6.67704 5.55446 10.056 17.6941 19.3141 16.9278 16.458 20.6628 15.9153 15.0426 5.14227 20.4432 14.2849 7.77754 9.39755 15.018 9.1871 17.9549 22.5596 13.5825 13.8624 15.884 34.0553 20.4184 25.2551 14.3289 15.4173 13.9268 13.9742 22.6589 24.4203 19.8577 14.8746 7.38704 
MRPL20 73.0151 72.6438 68.2504 88.555 87.3167 91.0038 82.5607 50.6167 60.1027 50.5327 65.8773 59.6418 52.3505 64.8269 45.5111 59.7582 57.6658 45.7435 57.6587 54.0572 78.9273 98.444 110.799 73.0357 80.2286 91.7892 65.7584 66.8855 48.7962 97.9615 84.5767 67.1258 84.2656 87.972 54.2863 53.3281 46.4541 73.0467 40.5792 52.198 58.8648 91.3406 75.1088 63.3769 79.9768 86.0666 76.7243 35.192 39.6616 69.9113 43.2047 90.0576 91.2491 64.0178 64.3998 63.8562 88.2829 76.7277 76.326 60.1732 67.6899 59.2548 97.1311 59.1523 93.6866 82.8114 72.1797 26.6319 
MRPL20-DT 2.9549 2.15207 2.62982 4.65047 5.04679 4.73219 6.11042 3.28943 3.71 3.85038 17.0132 16.6931 4.54966 4.41997 3.63106 4.34044 4.37823 3.38023 4.47853 3.59813 2.75894 5.26637 9.72955 5.45571 12.9007 7.2464 5.82292 5.50332 6.65105 7.06371 6.45193 5.32754 6.06068 9.90465 1.51398 1.53104 3.77608 7.47957 2.95905 4.25062 2.24958 10.1156 4.10355 4.74757 1.77371 7.84849 10.4884 1.59316 2.89387 5.49957 1.96007 9.07013 11.7681 2.58651 3.78389 7.29129 25.2117 9.99411 11.1605 4.67538 5.58924 5.87932 5.86201 11.5672 10.5548 10.8314 5.43936 1.0648 
ANKRD65 7.9759 6.33594 1.02349 1.42983 3.22139 1.68394 28.751 18.0626 15.3631 12.5792 27.6338 25.662 20.5393 22.4297 15.5569 14.8234 14.1646 12.3253 32.874 16.8179 12.3789 0.926048 0.439477 12.2239 15.2592 19.2839 7.17914 5.4051 1.41618 16.7214 14.1554 14.316 13.7213 23.5456 2.65025 1.23398 4.02726 4.16689 0.636501 0.48621 0.366271 2.32079 14.599 13.3595 1.14863 27.6776 13.8928 6.05337 6.44312 68.6654 9.30163 2.84745 27.8035 8.52933 5.80308 6.98954 8.45115 7.65538 2.30199 9.08465 10.5589 8.08531 19.0169 11.6421 6.57916 10.9316 12.2168 0.072924 
ENSG00000225905 0.99183 0.932714 0.205715 0 0.421424 0.202228 2.84804 2.2731 1.54435 2.08973 4.97367 5.04246 2.1098 2.01526 2.43815 1.86058 2.04599 2.23313 5.4215 2.48055 1.55927 0.159463 0 3.18095 4.72132 2.81242 0.927185 0.5018 0.182815 3.64717 1.6646 1.7139 1.60504 7.88598 0.296795 0.247448 0.76779 1.40832 0.132132 0.129955 0 0.442372 0.940082 1.72153 0.150206 7.21412 4.78299 0.870699 1.91006 2.40597 1.09851 0.684506 4.35251 2.69082 2.11317 0.780243 1.5001 0.646547 0.54036 1.30503 1.1619 1.07206 1.63077 2.45432 0.715527 3.76262 2.63679 0 
TMEM88B 0.378951 0.271665 0.141941 0.193751 0.34348 0.24902 1.87163 41.1666 11.8009 32.6346 8.24562 8.23359 15.5917 19.7597 73.1331 34.269 18.3485 51.9782 278.282 93.1452 0.571376 0.0806675 0.096586 1.04826 1.35221 1.74089 0.640731 0.578108 0.274679 2.28023 1.12953 0.994063 1.32302 1.59851 0.240138 0.150162 1.85575 0.502237 0.240405 0.186436 0.21641 0.285626 0.396246 0.790701 0.0967245 7.15205 0.540064 0.148396 0.259427 0.352091 0.115826 0.253939 1.85826 3.013 2.19011 0.372963 0.381576 0.39378 0.191622 0.34554 0.415379 0.22461 1.3043 8.77199 0.264735 1.26929 0.925431 0.029749 
LINC01770 3.15469 1.98356 0.544236 1.65323 1.95644 2.33352 7.73286 0.860801 0.688272 0.928928 0.225204 0.307566 0.707878 0.658984 0.880245 0.813512 0.723295 0.936891 1.19672 0.763093 4.03225 0.11039 0.326065 3.09444 6.97079 12.7292 3.41348 3.46019 1.16584 16.0188 9.6886 2.38931 11.3779 9.47541 0.712335 0.437342 1.18313 1.93926 1.52213 2.69026 1.71288 3.27223 2.73385 5.6679 0.230588 8.53404 2.29695 1.13153 1.10866 0.805602 0.96228 1.42972 10.8894 2.16735 2.20554 1.73663 2.27288 1.52482 0.898123 2.52807 3.04505 1.69606 9.73355 3.8314 1.45335 8.38186 3.45411 0 
VWA1 26.1143 22.8574 8.00291 15.9163 26.7606 27.0201 93.7148 16.8733 11.837 17.8179 5.59605 7.29706 15.3755 13.8672 23.1831 14.9664 12.7476 21.4039 62.8817 21.914 29.0317 3.6347 1.36235 29.2691 47.6421 81.4251 34.4922 22.4832 9.6366 61.5768 75.2839 24.6622 84.0673 50.4542 13.5711 5.95995 23.4264 34.2259 33.3783 70.4272 68.7032 29.8495 23.3409 38.0538 2.45254 202.199 17.2208 13.2976 8.95014 43.9446 16.6003 12.5012 101.881 18.0311 18.0924 17.9613 9.41822 18.2431 7.60558 22.5509 19.4007 12.5063 48.1005 20.7331 58.635 43.9072 38.7737 0.123285 
ATAD3C 0.939875 1.78376 0.290882 0.905482 0.935673 0.360101 4.52665 1.87965 1.29478 1.83149 1.12211 1.46224 1.80414 1.76005 2.16329 1.31587 1.36182 1.70564 4.39145 1.87743 2.50756 0.111229 0.488622 2.33245 3.80892 3.37721 1.36186 0.888806 0.636498 3.74844 2.62867 1.3426 2.75779 4.67705 0.730883 0.269857 3.14812 7.62134 2.88365 2.22455 1.49199 2.05361 3.12992 2.40097 0.096147 9.22027 2.40701 2.99963 4.42264 12.7746 4.27005 3.8936 7.35024 1.20647 1.29815 1.04774 1.22581 0.879355 0.773201 0.740166 0.768577 0.47918 2.52541 2.51898 9.35545 3.21986 2.48386 0.168036 
ATAD3B 13.7795 13.969 9.66857 12.8134 13.8749 12.1376 16.8072 5.02754 6.67779 5.45608 21.6955 23.3435 10.7548 8.37968 5.99391 7.6276 6.59739 5.05323 6.55601 5.51507 17.2805 16.8736 20.7269 19.829 26.6247 14.8859 14.15 14.8559 17.0945 19.7 13.1008 16.0023 12.5282 25.1706 5.98607 3.98627 10.8235 21.8348 8.73435 11.8548 10.7694 24.7566 19.792 14.1123 4.4427 22.0845 24.7533 7.57334 11.0325 18.6925 9.99334 28.1958 25.6597 19.8501 19.9842 15.2395 39.9675 21.6661 23.3122 11.8384 16.0936 13.7849 17.4137 25.8302 25.7942 24.2328 19.7396 5.57238 
ENSG00000284740 0.719932 0.930584 0.949671 0.427818 0.809601 0.416243 1.26079 1.25523 1.24083 1.38891 2.61551 2.29651 1.24926 1.35204 1.22608 1.43594 1.23008 1.37331 2.41455 1.81325 1.00367 0.733418 0.777039 0.937428 1.523 1.02782 0.562732 0.585958 0.3614 1.74454 0.859317 0.432327 1.11368 1.65371 1.26699 1.02248 0.929398 1.79479 0.630806 0.658219 0.480558 2.06904 1.23758 0.874806 1.40124 1.08955 2.57123 0.463912 0.717695 2.69655 0.842754 2.88548 2.52235 0.837214 0.811677 0.509517 0.881804 0.789423 0.971072 0.371944 0.572082 0.486645 1.17929 5.94328 1.67027 1.2306 0.831705 0.101473 
ATAD3A 15.5296 14.6978 17.2962 14.751 15.2859 13.7581 17.0031 7.74126 10.1096 8.12379 16.578 17.1166 12.8714 12.5886 8.29244 9.34289 8.90663 7.36838 9.87527 7.67542 16.451 34.0148 39.036 19.8123 20.063 14.9887 15.2377 19.2246 16.7273 14.1058 15.3608 22.8968 16.1568 20.7853 10.0426 8.95495 10.1888 15.9372 13.1696 14.6919 15.8316 20.3829 18.579 17.3154 17.0708 20.8588 16.8728 10.5954 12.4089 13.646 12.5316 28.5555 19.9154 19.4514 20.6981 15.4373 20.0276 20.6097 21.5352 13.6121 16.723 14.8148 15.6562 25.8799 21.7742 20.234 18.4608 5.48547 
TMEM240 2.46927 2.25856 1.78238 5.60873 4.55237 4.50777 6.85927 9.16858 13.9781 14.6498 44.3903 43.2835 20.0803 21.2401 10.3261 9.63397 17.3413 12.1388 4.02509 5.33572 2.46969 3.27063 0.132771 6.72748 11.7391 10.6792 3.63339 2.81784 1.01632 12.8895 9.05531 1.34879 8.28354 9.36117 2.16496 1.65719 0.87638 2.16621 0.369902 0.259117 0.218951 2.14663 2.94159 1.37777 0.958815 5.10487 11.7698 0.309671 0.333281 3.27193 0.476243 10.5036 6.20692 1.45526 1.58873 1.86436 1.71318 1.88385 2.55834 1.31812 1.864 0.731771 9.87008 2.50044 4.25669 13.312 5.08926 0.353871 
SSU72 49.4385 50.3758 38.8836 45.3943 48.1695 42.9274 42.7269 30.4305 36.5905 34.1388 65.353 61.8661 42.1239 44.9503 26.7263 35.3553 39.9403 30.5724 30.6337 27.3335 53.9867 54.8525 50.0504 48.715 52.7538 47.4496 42.1477 40.0173 38.3756 43.9106 44.2912 49.5038 43.2586 51.7341 26.6691 23.2271 31.1646 48.8996 26.4077 28.5175 27.6018 56.7068 59.8906 45.0459 51.7545 48.7244 54.337 23.5652 25.0476 49.1279 25.7701 61.1411 54.1492 48.1126 50.8208 46.5393 71.0826 48.3903 63.0806 39.5778 39.9088 37.4848 53.8785 45.8734 75.6791 55.7842 48.8691 39.8179 
FNDC10 1.03752 2.11514 34.6628 0.885744 2.00737 0.45801 1.97271 17.432 26.0511 11.1208 18.5731 20.4067 31.5949 31.569 17.1952 33.3874 13.9738 9.98611 13.1539 12.6798 1.9936 8.18496 2.12659 2.74175 1.76803 2.03292 2.39239 2.89296 2.41947 1.78913 1.13753 12.3975 1.31004 1.26259 1.06347 1.50952 3.4901 3.43428 0.380727 0.327089 0.346111 2.89263 4.60722 2.27301 0.243703 3.94712 3.26496 0.556449 0.386752 4.29427 0.773499 19.8464 1.75894 14.6974 16.5397 2.53766 1.9514 3.20992 5.86913 3.24849 4.52781 5.63607 1.28948 19.719 10.6125 0.818567 6.49428 2.10366 
ENSG00000286989 0.27119 0.263964 5.1401 0.162829 0.348077 0.097542 0.482393 2.69424 5.53091 3.01053 14.2243 15.1682 8.60979 7.52277 3.16908 6.19187 5.20248 2.278 1.31264 1.84554 0.373409 0.631264 0.503665 0.61005 0.313842 0.25199 0.41832 0.713225 0.763165 0.366234 0.192153 1.62859 0.202796 0.225659 0.189771 0.187045 0.567595 0.572079 0.105716 0.061776 0.058297 0.660631 0.993223 0.527722 0.0676435 0.652714 0.510138 0.095404 0.10366 0.993896 0.124059 2.91567 0.316932 2.16463 2.46195 0.698544 1.75699 1.26291 2.06576 0.474656 0.614261 0.735004 0.188592 3.20728 2.34117 0.180012 1.069 0.607006 
ENSG00000272106 8.94521 6.00464 9.16689 11.818 11.2504 12.824 12.3671 23.2677 24.838 31.1721 43.5403 38.7853 27.9452 29.6232 21.6437 24.7793 44.7428 25.8756 22.7587 15.177 9.54085 6.26416 5.49358 12.9177 21.906 11.9403 9.73676 10.3862 10.133 13.261 12.0732 11.3706 11.1653 18.9816 6.02803 5.81888 7.28815 12.2553 3.98562 4.89608 4.07054 17.4436 12.7907 12.1505 15.0979 19.9152 25.0188 3.73368 5.01927 33.5383 4.42693 61.5002 18.0359 13.9487 16.5033 10.9973 20.3936 12.1462 12.616 7.28031 7.71191 6.92721 12.808 12.862 38.3791 21.1212 13.0876 2.81196 
MIB2 24.6083 25.2417 26.1245 42.9079 37.5729 30.6487 43.5585 21.5304 29.2289 23.8667 68.728 77.7269 42.018 37.5101 23.4792 29.8712 27.5541 21.7633 21.9639 18.1562 27.4396 15.6557 15.0991 45.2748 58.5531 41.5527 32.0699 33.6575 33.9777 45.4536 37.5526 33.5878 34.3003 58.7911 20.6342 20.484 18.7441 40.199 15.8257 12.8078 11.9777 25.7005 40.8037 26.2123 45.8248 40.7204 78.0691 11.9193 13.9534 26.5237 14.2969 86.0654 55.1593 46.2445 42.9128 32.2472 51.099 39.6474 42.6546 23.9907 25.7881 19.7467 41.1717 51.6156 60.9691 58.341 44.0885 15.211 
CDK11B 31.2212 25.2953 20.3846 35.3409 31.4227 35.224 36.4477 14.8462 15.3082 14.8685 38.1199 38.025 19.8003 20.4236 15.523 19.2504 15.3639 14.6042 26.3185 18.8132 29.9124 29.3028 34.448 32.9532 37.2432 42.2378 32.7013 28.9307 22.8783 31.8072 39.7893 22.9615 39.8115 38.7119 13.8854 13.3922 13.0886 23.5441 10.8522 9.8001 10.833 30.3975 41.0037 24.8099 34.5917 36.7863 38.2837 12.7014 11.6854 14.1512 11.9923 29.83 33.7524 32.932 35.2654 38.702 45.0429 34.2407 44.0592 22.8612 22.9703 16.1023 33.2036 62.9346 38.052 44.7093 32.4931 20.0842 
SLC35E2B 22.467 19.3284 23.1067 27.1061 25.2163 21.9472 29.4534 11.5154 14.4214 10.6331 40.3001 46.5961 19.5916 18.6649 11.2691 10.9729 12.0559 8.47254 12.7587 8.48162 26.0032 25.8822 31.1814 30.7474 46.7839 28.2111 23.6492 19.6945 20.0135 26.3961 25.913 16.0392 23.8903 35.4365 8.48467 5.71585 10.7074 16.9455 9.36493 11.7718 8.78742 19.3904 26.738 20.9693 10.2716 29.9223 45.7382 10.9709 13.9439 24.2174 11.2297 41.7359 30.7184 20.9571 20.0841 30.7674 57.0579 31.8685 37.0347 20.1456 18.0168 14.7468 20.1668 13.6237 36.768 47.3541 29.959 15.9516 
ENSG00000269737 3.37635 2.03805 1.85041 3.05114 2.5271 2.31939 3.44911 0.380489 0.406987 0.524614 3.27577 5.4163 0.850396 0.529372 0.434998 0.590665 0.535518 0.335249 0.907447 0.416007 3.49867 2.00026 4.64483 4.53745 5.9274 2.76369 2.53447 2.1673 2.09601 2.75444 2.67098 1.72247 2.47229 4.70443 1.0721 0.599618 0.878089 1.26372 0.757351 0.621339 0.438527 2.12688 3.78373 3.11312 0.637567 5.02765 5.84245 1.37162 1.12665 1.03236 1.11691 3.71175 3.78154 3.23164 3.22307 4.06909 5.6704 3.5216 3.85818 2.16606 2.02726 1.03527 1.23814 1.72381 4.99086 5.62543 4.49918 1.30132 
